subject,predicate,object,chunk_id
samospráva bytového družstva,má,efektivní výkon svých členských práv a povinností,202851c8b03643eb807b7684a03444d7
bytové družstvo,rozhodne se,zřídit si samosprávu,202851c8b03643eb807b7684a03444d7
bytové družstvo,rozhodne se,zřídit si více sam,202851c8b03643eb807b7684a03444d7
stanovy sociálního družstva,obsahují,cíle a podmínky činnosti sociálního družstva v souladu s jeho sociálně začleňovací funkcí a podporou místního rozvoje,1889735121ca411daf709d9f9a6520df
stanovy sociálního družstva,obsahují,podrobnější podmínky nakládání se ziskem v souladu s účelem činnosti sociálního družstva,1889735121ca411daf709d9f9a6520df
fyzická osoba,může být,členem sociálního družstva,1889735121ca411daf709d9f9a6520df
fyzická osoba,vykonává-li,pro sociální družstvo práci na,1889735121ca411daf709d9f9a6520df
sociální družstvo,nesmí,emitovat dluhopisy,73978e615f584767bf91f1c2178c7b16
sociální družstvo,nesmí,zajišťovat splnění povinností jiných osob,73978e615f584767bf91f1c2178c7b16
sociální družstvo,nesmí,"být neomezeně ručícím společníkem obchodní společnosti nebo se přímo či nepřímo podílet na podnikání jiných osob, ledaže s tím členská schůze sociálního družstva vysloví předchozí souhlas",73978e615f584767bf91f1c2178c7b16
sociální družstvo,nesmí,být stranou smlouvy,73978e615f584767bf91f1c2178c7b16
tento zákon,zapracovává,příslušné předpisy evropské unie,79fa2dadcadb4d748d04255813540bf9
tento zákon,se řídí,práva a povinnosti vzniklé ode dne jeho účinnosti,79fa2dadcadb4d748d04255813540bf9
povinnost zveřejnění údajů a skutečností,je splněna,jejich zveřejněním v obchodním věstníku,79fa2dadcadb4d748d04255813540bf9
pravidla pro vydávání a vedení obchodního věstníku,se řídí,dosavadními právními předpisy,79fa2dadcadb4d748d04255813540bf9
člen sociálního družstva,má,1 hlas,4046138d04e244df8d9d9dd1875757c4
stanovy,mohou určit,"člen, který je fyzickou osobou, může mít až 10 % všech hlasů v sociálním družstvu",4046138d04e244df8d9d9dd1875757c4
stanovy,mohou určit,"člen, který je právnickou osobou, může mít až 25 % všech hlasů v sociálním družstvu",4046138d04e244df8d9d9dd1875757c4
člen,má,1 hlas,4046138d04e244df8d9d9dd1875757c4
sociálním družstvu,se zakazuje,ro,4046138d04e244df8d9d9dd1875757c4
ujednání smluv o výkonu funkce a o odměně,uzpůsobí,tento zákon,124c95bf1d51479fb27e7c1767720e69
ujednání smluv o výkonu funkce a o odměně,platí,výkon funkce bezplatný,124c95bf1d51479fb27e7c1767720e69
obsahem společenských smluv obchodních korporací,jsou,dosavadní ustanovení obchodního zákoníku,124c95bf1d51479fb27e7c1767720e69
obchodní korporace uvedené v odstavci 4,mohou,změnou svých společenských smluv podřídit tomuto zákonu jako,124c95bf1d51479fb27e7c1767720e69
zákon o obchodních korporacích,považuje se,platné,cee5a6d9f54d4b278187dd31fe399176
zákon o obchodních korporacích,vyhovuje,ustanovením tohoto zákona,cee5a6d9f54d4b278187dd31fe399176
právní jednání,dok完成,proces podle dosavadních právních předpisů,cee5a6d9f54d4b278187dd31fe399176
překážka pro výkon funkce,trvá,i po účinnosti tohoto zákona,cee5a6d9f54d4b278187dd31fe399176
účinnost ovládacích smluv,zaniká,posledním dnem účet,cee5a6d9f54d4b278187dd31fe399176
zákon o obchodních korporacích,stanoví,statutární orgán,809a9646b58442d8a4ed56911ca8e257
další majetková účast členů družstva,řídí se,dosavadními právními předpisy,809a9646b58442d8a4ed56911ca8e257
další majetková účast členů družstva,řídí se,stanovami družstva,809a9646b58442d8a4ed56911ca8e257
minimální povinná výše základního kapitálu družstva,rozumí se tím,minimální povinná výše základního kapitálu družstva,809a9646b58442d8a4ed56911ca8e257
pachatel,uložit,správní trest,5b4cc762115443a4aff415346b5b91b3
ochranné opatření,rozhodne se,zákon účinný,5b4cc762115443a4aff415346b5b91b3
odpovědnost,posuzuje se,přestupek,5b4cc762115443a4aff415346b5b91b3
přestupek,považuje se,spáchaný na území české republiky,5b4cc762115443a4aff415346b5b91b3
přestupek,považuje se,spáchaný zcela nebo zčásti na území české republiky,5b4cc762115443a4aff415346b5b91b3
družstvo,podá,návrh na výmaz údajů o prostředcích převedených do nedělitelného fondu,686a2a6c2dd64bdb927ea92e6a04bbd2
družstvo,může přizpůsobit,svou firmu občanskému zákoníku,686a2a6c2dd64bdb927ea92e6a04bbd2
družstvo,může přizpůsobit,stanovy a vnitřní poměry tomuto zákonu,686a2a6c2dd64bdb927ea92e6a04bbd2
souhlas člena podle odstavce 1,musí mít,písemnou formu s úředně ověřeným podpisem,686a2a6c2dd64bdb927ea92e6a04bbd2
tento zákon,upravuje,podmínky odpovědnosti za přestupek,8a13a0bb6e5f4d8fb604d3f309da8ba9
tento zákon,upravuje,druhy správních trestů,8a13a0bb6e5f4d8fb604d3f309da8ba9
tento zákon,upravuje,ochranná opatření,8a13a0bb6e5f4d8fb604d3f309da8ba9
tento zákon,upravuje,zásady pro jejich ukládání,8a13a0bb6e5f4d8fb604d3f309da8ba9
tento zákon,upravuje,postup před zahájením řízení o přestupku,8a13a0bb6e5f4d8fb604d3f309da8ba9
přestupek,je,společensky škodlivý protiprávní čin,e62ee8c58fe047bda29111237ad2eea3
přestupek,je,v zákoně za přestupek výslovně označen,e62ee8c58fe047bda29111237ad2eea3
přestupek,vykazuje,znaky stanovené zákonem,e62ee8c58fe047bda29111237ad2eea3
pokus přestupku,je,jednání fyzické osoby,e62ee8c58fe047bda29111237ad2eea3
pokus přestupku,směřuje,k dokonání přestupku,e62ee8c58fe047bda29111237ad2eea3
stavební zákon,považuje se,pachatel spáchal přestupek proti majetku,3bae222e1d7c4bd59408ac60397bc483
stavební zákon,považuje se,pachatel spáchal přestupek proti občanskému soužití,3bae222e1d7c4bd59408ac60397bc483
jednání,nelze projednat,přestupek podle jiné­ho zákona,3bae222e1d7c4bd59408ac60397bc483
jednání,nelze projednat,přestupek podle mezinárodního práva,3bae222e1d7c4bd59408ac60397bc483
zákon o obchodních korporacích,stanoví,zákon č. 90/2012 Sb.,e5ed637509b3496cbce2ccd16e1d437d
směrnice evropského parlamentu a rady 2013/34/eu,upravuje,roční účetní závěrky,e5ed637509b3496cbce2ccd16e1d437d
směrnice evropského parlamentu a rady 2013/34/eu,upravuje,konsolidované účetní závěrky,e5ed637509b3496cbce2ccd16e1d437d
směrnice evropského parlamentu a rady 2013/34/eu,upravuje,související zprávy,e5ed637509b3496cbce2ccd16e1d437d
pokus přestupku,je,jednání právnické nebo podnikající fyzické osoby,a2e39a1fe0394fca833f5f55bf5ec2d4
pokus přestupku,směřuje k,dokonání přestupku,a2e39a1fe0394fca833f5f55bf5ec2d4
pokus přestupku,je,trestný,a2e39a1fe0394fca833f5f55bf5ec2d4
odpovědnost za pokus přestupku,zanikne,jestliže pachatel od dokonání přestupku dobrovolně upustil,a2e39a1fe0394fca833f5f55bf5ec2d4
tento zákon,rozumí se,jednáním,f76807df7c634cd78cf2612583030fc1
tento zákon,považuje se,opomenutí,f76807df7c634cd78cf2612583030fc1
pachatel,byl povinen,konání,f76807df7c634cd78cf2612583030fc1
pachatel,odpovídá,přestupku,f76807df7c634cd78cf2612583030fc1
pachatel,odpovídá,pokus,f76807df7c634cd78cf2612583030fc1
fyzická osoba,je,pachatelem,f76807df7c634cd78cf2612583030fc1
přestupek,je spáchán,úmyslně,bfad919140474203865bb003edeed4b4
pachatel,chtěl,porušit zájem chráněný zákonem,bfad919140474203865bb003edeed4b4
pachatel,věděl,že svým jednáním může porušit zájem chráněný zákonem,bfad919140474203865bb003edeed4b4
přestupek,je spáchán,z nedbalosti,bfad919140474203865bb003edeed4b4
pachatel,věděl,že svým jednáním může porušit zájem chráněný zákonem,bfad919140474203865bb003edeed4b4
fyzická osoba,je,pachatelem,1b9e3c1a3a8947f3a182faa1e123bae3
fyzická osoba,naplnila,znaky přestupku,1b9e3c1a3a8947f3a182faa1e123bae3
fyzická osoba,naplnila,znaky pokusu,1b9e3c1a3a8947f3a182faa1e123bae3
pachatelem,je,fyzická osoba,1b9e3c1a3a8947f3a182faa1e123bae3
fyzická osoba,užila,jiné fyzické osoby,1b9e3c1a3a8947f3a182faa1e123bae3
jiné fyzické osoby,není,odpovědná za,1b9e3c1a3a8947f3a182faa1e123bae3
právnická osoba,je,pachatelem,7bb0cbe2fb05408a8a0cc1421dc80f95
jednání fyzické osoby,považuje se za,osobu,7bb0cbe2fb05408a8a0cc1421dc80f95
jednání fyzické osoby,je přičitatelné,právnické osobě,7bb0cbe2fb05408a8a0cc1421dc80f95
fyzická osoba,porušila,právní povinnost uloženou právnické osobě,7bb0cbe2fb05408a8a0cc1421dc80f95
porušení právní povinnosti,se považuje za,porušení právní povinnosti uložené,7bb0cbe2fb05408a8a0cc1421dc80f95
kdo,předpokládá,skutkovou okolnost,5db71673a60c45c8b5b1f9b2fda189ed
skutková okolnost,vylučuje,protiprávnost,5db71673a60c45c8b5b1f9b2fda189ed
kdo,nejedná,úmyslně,5db71673a60c45c8b5b1f9b2fda189ed
odpovědnost,není dotčena,odpovědnost za přestupek spáchaný z nedbalosti,5db71673a60c45c8b5b1f9b2fda189ed
kdo,neví,že jeho čin je protiprávní,5db71673a60c45c8b5b1f9b2fda189ed
stavební zákon,považuje se,"osoba, jejíž jednání je přičitatelné právnické osobě",860fed2fb6c24e1aa46ff44bb16b8393
stavební zákon,považuje se,jednání zakládající odpovědnost právnické osoby za přestupek,860fed2fb6c24e1aa46ff44bb16b8393
odpovědností právnické osoby za přestupek,není dotčena,odpovědnost za přestupek fyzických osob,860fed2fb6c24e1aa46ff44bb16b8393
odpovědností právnické osoby za přestupek,není dotčena,odpovědnost právnické,860fed2fb6c24e1aa46ff44bb16b8393
stavební zákon,upravuje,povinnost,02eb6fd762be42c5bbb1758febf9a8aa
podnikající fyzická osoba,je,pachatelem,02eb6fd762be42c5bbb1758febf9a8aa
jednání fyzické osoby,považuje se,za osobu,02eb6fd762be42c5bbb1758febf9a8aa
jednání fyzické osoby,je,přičitatelné podnikající fyzické osobě,02eb6fd762be42c5bbb1758febf9a8aa
právní povinnost,je uložena,podnikající fyzické osobě,02eb6fd762be42c5bbb1758febf9a8aa
přestupkem,není,čin jinak trestný jako přestupek,d069b68147aa487aa38071efeb7b8b67
přestupkem,není,čin jinak trestný jako přestupek,d069b68147aa487aa38071efeb7b8b67
přestupkem,není,čin jinak trestný jako přestupek,d069b68147aa487aa38071efeb7b8b67
svolení podle odstavce 1,musí být,dáno předem nebo současně s jednáním,d069b68147aa487aa38071efeb7b8b67
svolení,je,"dobrovolně, určitě, vážně",d069b68147aa487aa38071efeb7b8b67
stavební zákon,považuje se,osoba,6830738f47a74d9da81f5633e9aa6942
stavební zákon,považuje se,právnická osoba,6830738f47a74d9da81f5633e9aa6942
ustanovení odstavců 1 až 3,se použijí,jednání fyzické osoby,6830738f47a74d9da81f5633e9aa6942
ustanovení odstavců 1 až 3,se použijí,právnická osoba,6830738f47a74d9da81f5633e9aa6942
pachatelem,je,právnická osoba,6830738f47a74d9da81f5633e9aa6942
stavební zákon,považuje se,svolení,076b6be67f1244229165c179121b5bb7
stavební zákon,považuje se,souhlas k ublížení na zdraví,076b6be67f1244229165c179121b5bb7
čin jinak trestný,není,přestupkem,076b6be67f1244229165c179121b5bb7
někdo,vykonává,společensky prospěšnou činnost,076b6be67f1244229165c179121b5bb7
společensky prospěšná činnost,ohrozí,zájem chráněný zákonem,076b6be67f1244229165c179121b5bb7
odpovědnost za přestupek,zaniká,uplynutím promlčecí doby,67a5bcba95b2422c80d4617c5daed7e2
odpovědnost za přestupek,zaniká,smrtí fyzické osoby,67a5bcba95b2422c80d4617c5daed7e2
odpovědnost za přestupek,zaniká,"zánikem právnické osoby, nemá-li právního nástupce",67a5bcba95b2422c80d4617c5daed7e2
odpovědnost za přestupek,zaniká,vyhlášením amnestie,67a5bcba95b2422c80d4617c5daed7e2
stavební zákon,upravuje,spolupachatelé,4c26b7eb7cf0476e8c08e8c2ba3c5f0c
stavební zákon,upravuje,fyzická osoba,4c26b7eb7cf0476e8c08e8c2ba3c5f0c
stavební zákon,upravuje,právnická nebo podnikající fyzická osoba,4c26b7eb7cf0476e8c08e8c2ba3c5f0c
stavební zákon,upravuje,právní nástupce,4c26b7eb7cf0476e8c08e8c2ba3c5f0c
stavební zákon,upravuje,"pokračující, trvající a hromadný přestupek",4c26b7eb7cf0476e8c08e8c2ba3c5f0c
zákon č. 250/2016 sb.,upravuje,odpovědnost za přestupky,a7fda50761ef4402b2b4bc82b458d25c
zákon č. 250/2016 sb.,stanoví,"způsob, jakým pachatel má učinit",a7fda50761ef4402b2b4bc82b458d25c
pachatel,neuhradí,škodu způsobenou přestupkem,a7fda50761ef4402b2b4bc82b458d25c
pachatel,nevydá,bezdůvodné obohacení získané přestupkem,a7fda50761ef4402b2b4bc82b458d25c
pachatel,neučiní,,a7fda50761ef4402b2b4bc82b458d25c
promlčecí doba,se přerušuje,oznámením o zahájení řízení o přestupku,16cdb60159c84a609a2c4ae7042cc628
promlčecí doba,se přerušuje,"vydáním rozhodnutí, jímž je obviněný uznán vinným",16cdb60159c84a609a2c4ae7042cc628
promlčecí doba,se přerušuje,vydáním rozhodnutí o schválení dohody o narovnání,16cdb60159c84a609a2c4ae7042cc628
odpovědnost za přestupek,zaniká,nejpozději 3 roky od jeho spáchání,16cdb60159c84a609a2c4ae7042cc628
pachatel,považuje se,spáchal přestupek ve věku blízkém věku mladistvých,58dab468272743669b1a233690bd2a27
pachatel,považuje se,"spáchal přestupek, aby odvrátil útok nebo jiné nebezpečí",58dab468272743669b1a233690bd2a27
pachatel,považuje se,napomáhal k odstranění škodlivého následku přestupku,58dab468272743669b1a233690bd2a27
pachatel,považuje se,oznámi přestupek správnímu orgánu a při jeho objasňování účinně napomá,58dab468272743669b1a233690bd2a27
zákon č. 250/2016 sb.,upravuje,odpovědnost za přestupky,26e906f7f2a64b798175ffa2b4b47b92
zákon č. 250/2016 sb.,upravuje,řízení o přestupcích,26e906f7f2a64b798175ffa2b4b47b92
horní hranice sazeb pokut,jsou,stejné,26e906f7f2a64b798175ffa2b4b47b92
správní orgán,může uložit,pokutu ve vyšší sazbě,26e906f7f2a64b798175ffa2b4b47b92
odpovědnost podnikající fyzické osoby,přechází,"osoba, která pokračuje v její podnikatelské činnosti",765a0a6cabab470fa430af1c251a739d
odpovědnost podnikající fyzické osoby,odpovídá,každá z nich,765a0a6cabab470fa430af1c251a739d
správní trest,lze uložit,napomenutí,765a0a6cabab470fa430af1c251a739d
správní trest,lze uložit,pokuty,765a0a6cabab470fa430af1c251a739d
správní trest,lze uložit,zákazu činnosti,765a0a6cabab470fa430af1c251a739d
správní orgán,může,upustit od výkonu zbytku tohoto správního trestu,35f3cf81b35c4542879470bbbeba7831
pachatel,prokáže,způsobem svého života nebo provedením účinných opatření,35f3cf81b35c4542879470bbbeba7831
zákaz činnosti,nelze,upustit,35f3cf81b35c4542879470bbbeba7831
pachatel,neprokáže,uhrazení pokuty nebo její zbylé části,35f3cf81b35c4542879470bbbeba7831
věc,lze uložit,propadnutí věci,35f3cf81b35c4542879470bbbeba7831
zákon č. 250/2016 sb.,upravuje,odpovědnost za přestupky,1b934f05e2894a3db6835058f5b3e2db
pokuta,musí být uložena,alespoň ve výši jedné pětiny dolní hranice sazby pokuty,1b934f05e2894a3db6835058f5b3e2db
správní orgán,upozorní,pachatele na důsledky protiprávního jednání,1b934f05e2894a3db6835058f5b3e2db
pokutu,lze uložit,ve výši stanovené zákonem,1b934f05e2894a3db6835058f5b3e2db
vlastník propadlé věci,stává se,stát,586423a2ac7e4b30a35500beb649ba5e
vlastník propadlé náhradní hodnoty,stává se,stát,586423a2ac7e4b30a35500beb649ba5e
zveřejnění rozhodnutí o přestupku,lze uložit,právnické nebo podnikající fyzické osobě,586423a2ac7e4b30a35500beb649ba5e
rozhodnutí o přestupku,lze zveřejnit,až po nabytí právní moci,586423a2ac7e4b30a35500beb649ba5e
stavební zákonní náklady,upravuje,správní orgán,d7c729f4264e41b19202339dfc21bee0
správní orgán,zajišťuje,zveřejnění rozhodnutí o přestupku,d7c729f4264e41b19202339dfc21bee0
správní orgán,informuje,o takovém rozhodnutí,d7c729f4264e41b19202339dfc21bee0
správní orgán,zveřejní,každé pravomocné rozhodnutí,d7c729f4264e41b19202339dfc21bee0
zveřejněného rozhodnutí o přestupku,nesmějí být,údaje umožňující ident,d7c729f4264e41b19202339dfc21bee0
stavební zákon,informuje,správní orgán stejného druhu,a2c5849071eb4f50ae94e872f77368bb
orgán Policie České republiky,kontroluje,dodržování omezujícího opatření,a2c5849071eb4f50ae94e872f77368bb
obecní policie,kontroluje,dodržování omezujícího opatření,a2c5849071eb4f50ae94e872f77368bb
"správní orgán, který omezující opatření uložil",informuje,orgán Policie České republiky,a2c5849071eb4f50ae94e872f77368bb
správní orgán stejného druhu,informuje,org,a2c5849071eb4f50ae94e872f77368bb
mladistvý,je,"ten, kdo v době spáchání přestupku dovršil patnáctý rok a nepřekročil osmnáctý rok svého věku",462979444d4a4ec98506f02f36462a72
při ukládání správního trestu mladistvému,se přihlíží k,jeho osobnosti,462979444d4a4ec98506f02f36462a72
při ukládání správního trestu mladistvému,se přihlíží k,jeho věku,462979444d4a4ec98506f02f36462a72
při ukládání správního trestu mladistvému,se přihlíží k,rozumové a mravní,462979444d4a4ec98506f02f36462a72
stavební zákon,konají,sportovní akce,291bf4dc22754755b0317d92238a2545
stavební zákon,konají,kulturní akce,291bf4dc22754755b0317d92238a2545
stavební zákon,konají,jiné společenské akce,291bf4dc22754755b0317d92238a2545
omezující opatření,lze uložit,fyzické osobě,291bf4dc22754755b0317d92238a2545
omezující opatření,má být uloženo,omezující opatření,291bf4dc22754755b0317d92238a2545
obecní úřad obce s rozšířenou působností,je,správním orgánem příslušným k řízení,c04daa56eb00495bac0363cca553640d
obecní úřad,je,příslušný k řízení o přestupcích,c04daa56eb00495bac0363cca553640d
obecní úřad,je,příslušný k řízení o přestupcích proti pořádku ve státní správě spáchaných porušením povinnosti stanovené v nařízení obce nebo kraje,c04daa56eb00495bac0363cca553640d
obecní úřad,je,pří,c04daa56eb00495bac0363cca553640d
správní orgán,je k řízení,místně příslušný,521ebb305f444ec895e89ec90f30f105
správní orgán,je k řízení,místně příslušný,521ebb305f444ec895e89ec90f30f105
správní orgán,provede řízení,správní orgán,521ebb305f444ec895e89ec90f30f105
nadřízený správní orgán,pověří řízením,jiný věcně příslušný podřízený správní orgán,521ebb305f444ec895e89ec90f30f105
pachatel,je povinen,uhradit náklady,418aea0b50ff475a8fe0da413d670486
náklady,jsou spojeny s,účastí pachatele v programu pro zvládání agrese nebo násilného chování,418aea0b50ff475a8fe0da413d670486
věc,se zabírá,jestliže do 60 dnů se nezjistí skutečnosti odůvodňující zahájení řízení o přestupku,418aea0b50ff475a8fe0da413d670486
věc,se zabírá,"jestliže náleží pachateli, proti němuž nelze vést řízení o přestupku",418aea0b50ff475a8fe0da413d670486
stavební zákon,upravuje,odpovědnost za přestupky,6b1eda89c7a548398a5c4d6b92d872a7
stavební zákon,upravuje,řízení o přestupcích,6b1eda89c7a548398a5c4d6b92d872a7
dotčený orgán,považuje se,věcně příslušný podřízený správní orgán,6b1eda89c7a548398a5c4d6b92d872a7
dotčený orgán,považuje se,příslušný správní orgán k řízení o přestupku,6b1eda89c7a548398a5c4d6b92d872a7
příslušný správní orgán,může využít,předané podklady,cb12acae95454ff6b7dc61f0ad0f7bf6
příslušný správní orgán,vydá,usnesení,cb12acae95454ff6b7dc61f0ad0f7bf6
usnesení,se poznamená,do spisu,cb12acae95454ff6b7dc61f0ad0f7bf6
mezinárodní smlouva,je součástí,právního řádu české republiky,cb12acae95454ff6b7dc61f0ad0f7bf6
zákon,se použije,ve věcech týkajících se přestupků,cb12acae95454ff6b7dc61f0ad0f7bf6
správní orgán,doručuje,účastníkovi řízení,c955311035d140889b5611e6d26436a1
účastník řízení,je,obviněný,c955311035d140889b5611e6d26436a1
účastník řízení,je,poškozený v části řízení,c955311035d140889b5611e6d26436a1
účastník řízení,je,vlastník věci,c955311035d140889b5611e6d26436a1
podezřelý z přestupku,stává se,obviněným,c955311035d140889b5611e6d26436a1
osoba přímo postižená spácháním přestupku,má,právo na vyrozumění o zahájení řízení,27fba9146f244e2a90ca227e34683703
osoba přímo postižená spácháním přestupku,má,právo navrhovat důkazy,27fba9146f244e2a90ca227e34683703
osoba přímo postižená spácháním přestupku,má,právo činit jiné návrhy po celou dobu řízení,27fba9146f244e2a90ca227e34683703
osoba přímo postižená spácháním přestupku,má,právo na poskytnutí informací o,27fba9146f244e2a90ca227e34683703
osoba,stává se,poškozeným,668b68960b744249ac85e50961a17a33
osoba,uplatní,nárok na náhradu škody,668b68960b744249ac85e50961a17a33
osoba,uplatní,nárok na vydání bezdůvodného obohacení,668b68960b744249ac85e50961a17a33
nárok na náhradu škody,může uplatnit,u správního orgánu,668b68960b744249ac85e50961a17a33
nárok na vydání bezdůvodného obohacení,může uplatnit,u správního orgánu,668b68960b744249ac85e50961a17a33
mladistvý obviněný,má právo,vyjádřit v řízení své stanovisko,9e8117df980b4839b4e81f0ce017681d
mladistvý obviněný,má právo,nahlížet do spisu,9e8117df980b4839b4e81f0ce017681d
mladistvý obviněný,má právo,účastnit se ústního jednání,9e8117df980b4839b4e81f0ce017681d
mladistvý obviněný,má právo,být přítomen při všech úkonech v řízení,9e8117df980b4839b4e81f0ce017681d
správní orgán,vyloučí,údaje o místě trvalého pobytu,be3d10f2c39b4f92b43236e3d3ca795a
správní orgán,vyloučí,údaje o bydlišti,be3d10f2c39b4f92b43236e3d3ca795a
správní orgán,vyloučí,údaje o doporučovací adrese,be3d10f2c39b4f92b43236e3d3ca795a
správní orgán,vyloučí,údaje o místě výkonu zaměstnání,be3d10f2c39b4f92b43236e3d3ca795a
správní orgán,vyloučí,údaje o povolání,be3d10f2c39b4f92b43236e3d3ca795a
stavební zákon,předá,příslušnému orgánu,0f99efe93509471890529a735b2909b4
stavební zákon,odloží,věc,0f99efe93509471890529a735b2909b4
stavební zákon,oznámí,věc,0f99efe93509471890529a735b2909b4
orgán policie,vyrozumí,oznamovatele přestupku,0f99efe93509471890529a735b2909b4
orgán veřejné moci,provede,úkony potřebné k prověřování oznámení o přestupku,0f99efe93509471890529a735b2909b4
stavební zákon,upravuje,skutečnost bez zbytečného odkladu příslušnému správnímu orgánu,2a7bddeb594340709572dd190b8e368d
orgán policie,učiní,nezbytná šetření ke zjištění osoby podezřelé ze spáchání přestupku,2a7bddeb594340709572dd190b8e368d
orgán policie,zajištění,důkazních prostředků nezbytných pro pozdější dokazování před správním orgánem,2a7bddeb594340709572dd190b8e368d
přestupek,považuje se,proti veřejnému pořádku,2a7bddeb594340709572dd190b8e368d
správní orgán,odloží,věc,13b50b4933ab467084f0f2e2cd0546d9
správní orgán,odloží,věc,13b50b4933ab467084f0f2e2cd0546d9
došlé oznámení,neodůvodňuje,zahájení řízení o přestupku,13b50b4933ab467084f0f2e2cd0546d9
došlé oznámení,neodůvodňuje,předání věci,13b50b4933ab467084f0f2e2cd0546d9
podezřelý z přestupku,požívá,výsad a imunit podle mezinárodního práva,13b50b4933ab467084f0f2e2cd0546d9
správní orgán,vyrozumí,osobu dotčenou jednáním podezřelého z přestupku,c35cfff94b79492faa87ef01051a2f47
správní orgán,doručí,vyrozumění osobě dotčené jednáním podezřelého z přestupku,c35cfff94b79492faa87ef01051a2f47
správní orgán,oznámi,tuto skutečnost orgánu sociálně-právní ochrany dětí,c35cfff94b79492faa87ef01051a2f47
správní orgán,informuje,je,c35cfff94b79492faa87ef01051a2f47
stavební zákon,nezjistí,skutečnosti odůvodňující zahájení řízení proti určité osobě,8acfcd5b867a495dacfcea40a2ff75ad
správní orgán,odloží,věc usnesením,8acfcd5b867a495dacfcea40a2ff75ad
usnesení o odložení věci,poznamená se,do spisu,8acfcd5b867a495dacfcea40a2ff75ad
správní orgán,vyrozumí,osobu dotčenou jednáním podezřelého z přestupku,8acfcd5b867a495dacfcea40a2ff75ad
správní orgán,zahájí,řízení o každém přestupku,5d43d6eaf38a421f9ba192e9d63f1662
řízení,je zahájeno,doručením oznámení o zahájení řízení podezřelému z přestupku,5d43d6eaf38a421f9ba192e9d63f1662
řízení,je zahájeno,ústním vyhlášením takového oznámení,5d43d6eaf38a421f9ba192e9d63f1662
správní orgán,vydá,potvrzení,5d43d6eaf38a421f9ba192e9d63f1662
společné řízení,je zahájeno,doručením ozn,5d43d6eaf38a421f9ba192e9d63f1662
dotazovaná osoba,má právo,odmítnout odpovědět,4bf50fb9ab804ce4a716e9eb92a68f6b
dotazovaná osoba,nesmí být tázána,za stejných podmínek jako svědek,4bf50fb9ab804ce4a716e9eb92a68f6b
správní orgán,poučí,tuto osobu o právu nevypovídat,4bf50fb9ab804ce4a716e9eb92a68f6b
správní orgán,poučí,o zákazu provádět výslech,4bf50fb9ab804ce4a716e9eb92a68f6b
správní orgán,provádí,výslech svědka,4bf50fb9ab804ce4a716e9eb92a68f6b
stavební zákon,určí,lhůtu k podání souhlasu,501d7b5ab91f4dbc970cf1e220463161
lhůta,nesmí být,kratší než 30 dnů,501d7b5ab91f4dbc970cf1e220463161
osoba přímo postižená spácháním přestupku,může vzít,souhlas podle odstavce 1,501d7b5ab91f4dbc970cf1e220463161
osoba přímo postižená spácháním přestupku,může vzít,souhlas zpět,501d7b5ab91f4dbc970cf1e220463161
stavební zákon,upravuje,ústní jednání,74edf51151ed4d7d9f76d007adc7553d
poškozený,musí být,poučen,74edf51151ed4d7d9f76d007adc7553d
usnesení,se rozhodne,o zamítnutí návrhu poškozeného,74edf51151ed4d7d9f76d007adc7553d
usnesení,se oznamuje,poškozenému,74edf51151ed4d7d9f76d007adc7553d
správní orgán,předvolá,účastníky řízení,74edf51151ed4d7d9f76d007adc7553d
zákon č. 250/2016 sb.,upravuje,odpovědnost za přestupky,31ceccecb17b4c2781de398724537d5f
zákon č. 250/2016 sb.,upravuje,řízení o přestupcích,31ceccecb17b4c2781de398724537d5f
záruka za splnění povinnosti,lze uložit,osobě podezřelé ze spáchání přestupku,31ceccecb17b4c2781de398724537d5f
správní orgán,zruší,rozhodnutí o uložení záruky,31ceccecb17b4c2781de398724537d5f
správní orgán,zruší,zákaz,04c8569637b546c4a48fabc1907caf17
správní orgán,zruší,rozhodnutí o zákazu zrušení,04c8569637b546c4a48fabc1907caf17
správní orgán,zruší,rozhodnutí o zániku,04c8569637b546c4a48fabc1907caf17
správní orgán,zruší,rozhodnutí o přeměny právnické osoby,04c8569637b546c4a48fabc1907caf17
orgán veřejné moci nebo osoba,uvědomí,orgán veřejné moci nebo osobu,04c8569637b546c4a48fabc1907caf17
správní orgán,může,usnesením zastavit řízení,a9aef189a5714d2eab0937fccd9d7781
správní trest,je,bezvýznamný,a9aef189a5714d2eab0937fccd9d7781
správní orgán,oznámi,tuto skutečnost orgánu sociálně-právní ochrany dětí,a9aef189a5714d2eab0937fccd9d7781
správní orgán,informuje,zákonnému zástupci nebo opatrovníkovi dítěte,a9aef189a5714d2eab0937fccd9d7781
správní orgán,schválí,dohodu o narovnání,a9aef189a5714d2eab0937fccd9d7781
správní orgán,přerušuje,řízení,562ece8bff5e4f5ba82310cf9b7ff9e0
správní orgán,přerušuje,řízení,562ece8bff5e4f5ba82310cf9b7ff9e0
správní orgán,přerušuje,řízení,562ece8bff5e4f5ba82310cf9b7ff9e0
správní orgán,zastavuje,řízení,562ece8bff5e4f5ba82310cf9b7ff9e0
správní orgán,zastavuje,řízení,562ece8bff5e4f5ba82310cf9b7ff9e0
správní orgán,zastavuje,řízení,562ece8bff5e4f5ba82310cf9b7ff9e0
orgán policie české republiky,uloží,pokutu příkazem na místě,afb2a43e46ba42a1b5575e0ed909b7c6
